Tons of lobster die after red tide,"Cape Town -Two hundred tons of West Coast rock lobster – starved of oxygen because of the red tide – have died at Elands Bay after a mass “walkout”.

On Wednesday morning 80 tons of lobster were stranded in Elands Bay, the latest casualties since the start of the red tide about 10 days ago.

About 30 tons of lobster walked out on Monday and more than 70 tons on Tuesday.

The fisheries branch of DAFF said on Wednesday about six tons of live lobster had been rescued on Monday, but the bulk of the stranded lobsters had died and were being collected and dumped at a municipal dump site.

Rescued lobsters were removed and released in areas on the West Coast unaffected by red tide.

These mass strandings come at a time when the lobster resource is already under severe pressure from over-fishing – particularly illegal fishing – which has caused stocks to be reduced to less than 3 percent of what they were before they were commercially exploited.

While staff are clearing up the dead lobster, the beaches and roads leading to them have been closed to the public. Police and municipal officials are patrolling the area.

The algal bloom that caused the lobster walkouts is now moving south from Elands Bay. It is around 80km long and about 3km wide, stretching from Dwarskersbos on the West Coast to north of the Oliphant’s River

Officials from municipalities and DAFF, as well as volunteers, are helping to clean the beaches.

Laura Blamey, of UCT’s Marine Research Institute, said losing 200 tons of lobster to the red tide was significant.

“For a resource that is so overfished, that’s a lot – especially on the West Coast where catches have dropped. The lobster resource is already just 2.5 percent of what it was in its pristine condition, so losing 200 tons is a lot,” Blamey said.

Algal blooms happen after south-easterly winds cause upwelling from the sea bottom, bringing nutrients to the surface.

This creates an abundance of food for plankton, which results in a population explosion of these tiny organisms, known as an algal bloom. The density of the algae turns the sea surface red or brown.

If the upwelling is followed by a long period of calm with little wind to disperse the algal bloom, the plankton are not dispersed. When the algae die and decompose, the decomposition bacteria deplete the oxygen in the water. If the oxygen becomes too low, marine animals leave the area – or die.

Lobster move into the surf zone where there is likely to be more oxygen because of the wave action. When the tide recedes, the animals are stranded, too weak to move back with the tide, and suffocate.

Blamey said there was a lot of variability with upwelling, which depended on the wind. If there were a lot of south-easterlies, and the winds were constant, the upwelling would move offshore.

If the upwelling was followed by periods of calm, the algal bloom did not disperse and led to a red tide.

“There’s been a lot of wind in December and January, but not the strong south-easters for days on end. They’ve switched to south-westerlies or northerlies.”

In 1997, South Africa experienced its worst-ever rock lobster mortality from red tides when about 2 000 tons died from lack of oxygen on the West Coast.",red tide
‘Light’ illegal fishing fines condemned,"Durban - Despite about 100 people being arrested for recreational fishing transgressions on Durban’s coast in the past year, the “light” suspended sentences handed down by the courts were not a deterrent, according to Ezemvelo KZN Wildlife.

Spokesman, James Wood, said the organisation’s officers had apprehended two Durban fishermen and the skipper of a fishing charter vessel who were convicted and given various fines, suspended for five years, about two weeks ago.

Wood said police and Ezemvelo officers had searched the vessel, V Cat Too, at its Wilson’s Wharf mooring in July.

“There were people on the vessel and more than 100 fish were found in excess of the total allowed bag limit for anglers. Some of the fish were hidden on the vessel while more than 20 were undersized.”

Anglers R Pillay, 25, of Bonella, and Nick Gresse, 23, of North Beach, pleaded guilty to catching more than the total daily bag limit.

Both are said to have since left Durban. Gresse had more than 10 fish, as well an East Coast rock lobster, and was fined R5 000.

Pillay had 148 fish, of which 17 were undersized. He was fined R20 000 while the skipper was charged under the Merchant Shipping Act for failing to fill in the launch register before taking off to sea, and was fined R1 000.

“The challenges we have are these suspended fines which are not a deterrent to stop people from breaking marine rules,” said Wood, adding that 96 people had been fined for recreational fishing transgressions this year.

“To those who embark on illegal recreational fishing: (to be legal) the licence is just R76 to fish for the whole year, as long as you don’t go beyond the maximum 10 fish a day.”

Lionel Adendorf, spokesman for the Department of Agriculture, Forestry and Fisheries, said they were always worried about any transgression in terms of the Marine Living Resources Act. The act stipulates that licences for recreational fishing cannot be transferred and that recreational fishermen were not allowed to sell their catch.

“Our good relationship with Ezemvelo makes it easy to monitor our marine life, but we are also aware that some culprits slip through the cracks and go unreported. Hence we appeal to communities to alert the police if they see anything suspicious on our coastlines,” said Adendorf.

Vessel owner, Hoosen Seedat, said the anglers had left Durban after the finalisation of the case.

“I understand one has found a job in the Eastern Cape. It is sad that they had to go through this process because they were fishing not for commercial purposes, but to feed their families,” he said.

Department of Justice and Constitutional Development spokesman, advocate Mthunzi Mhaga, said last night that judicial officers exercised their discretion in sentencing and based their decisions on evidence before them.

“I would advise that if they (Ezemvelo) see a trend in what they think is lenient sentencing, they can approach the prosecuting authority and submit aggravating circumstances for harsher sentencing.”",illegal fishing
Bathers warned of strong rip current along the coast,"CAPE TOWN - As the Full Moon Spring tide reaches its peak today, the National Sea Rescue Institute (NSRI) is warning of strong rip current along the coast that pose a risk to bathers.

The organisation expects the strong tides to continue for at least another week.

Scores of bathers are expected at beaches in towns along the coast this festive season.

The NSRI's Craig Lambinon said, ""We ask you not to panic, you are going to find yourself being swept out faster than you can swim back to shore, simply stay afloat using your arms and legs in circular movements treading water. Keep your head above water, as difficult as it sound, let the current take you out to sea.""",natural event
Worrying pressure on SA’s fish stocks,"Cape Town - Half of the commercially exploited fish stocks in South Africa are heavily overfished and more than one in four of these species is in serious trouble, according to a fisheries report.

Just 37 percent of commercial fish stocks are healthy and optimally exploited and 13 percent are underused – or there is insufficient data on the latter to say whether they are in good nick or not.

The Status of the SA Marine Fishery Resources 2014 report, released by Agriculture, Forestry and Fisheries Minister Senzeni Zokwana to mark World Oceans Day on Monday, assessed the 49 fish stocks that are managed by the Fisheries Department.

Head of fisheries research Kim Prochaska said the assessment had looked at “fishing pressure”.

“That is, how hard we are fishing that resource. We found 50 percent are in trouble, of which 28 percent are in serious trouble,” she said.

Perlemoen were in “serious decline”, mainly because of rampant poaching. If poaching continued at the current rate, coupled with a commercial quota, perlemoen could become extinct between Gansbaai and Buffeljags somewhere between 2025 and 2030.

Perlemoen were also declining between Hangklip and Hermanus, while perlemoen poaching was on the increase on the West Coast, including around Robben Island.

West Coast rock lobster stocks were “severely depleted”. Prochaska said lobster stocks today represented only 2.6 percent of what they were before they began to be commercially exploited around 1890.

The Fisheries Department had embarked on a recovery plan to bring lobster stocks up to 4.8 percent of what they once were. They hoped to doso by 2021.

Prochaska said internationally fishery scientists and managers became worried when fish stocks dropped below 20 percent of pre-fished levels, and tried to keep stocks at 40 percent. “So, bringing stocks up to 4.8 percent of pre-fished levels by 2021 is modest – but it’s a start.”

The lobster fishery generates about R260m a year and employs about 4 200 people.

“The bad news is many of our key marine fishery resources have been overfished in the past and are now depleted.

“Our resources are, therefore, impoverished and catches are often far less than they could be. But this doesn’t have to be the case. They’re not all doomed to dwindle and disappear.”

The good news was that the hake fishery – which in value was equal to all the other fisheries combined – was in good shape.

“But it’s not always had a very happy time. In the 2006 assessment, shallow-water hake was fine, but deep-water hake was in trouble,” Prochaska said.

In 2006, the department intervened and slashed quotas between 2007 and 2009 to allow the fish to breed and recover.

“And they recovered faster than we had anticipated.”

Zokwana said overfishing was depriving future generations of enjoying what we enjoyed now.

“All over the world, fish stocks are drastically declining, South Africa is not alone,” Zokwana said.

The department would not win the battle of fighting poaching alone. Zokwana appealed to coastal residents to help the government curb poaching, and deplored those who were depleting stocks and who “bring drugs in exchange for marine resources”.

“Working with other departments, we can change the tide.”",public concern
SA gung ho about mining oceans,,development
"Small-scale fishermen in WC, NC to receive fishing rights","CAPE TOWN - Small-scale fishermen in the Western and Northern Cape could finally get their long-awaited rights before the end of the year.

The Department of Forestry and Fisheries is registering applicants in all the coastal provinces who want to obtain fishing rights through its new small-scale policy, which got the green light back in March.

It follows many years of complaints from traditional fishers over the allocation of fishing permits.

The department's Craig Smith said, ""We are certainly pushing for rights to be allocated around October and November this year for Northern Cape and Western Cape. We are probably going to have to do a staggered approach of the rights allocation as we've done in all the other provinces simultaneously.""

WATCH: By hook or by crook: Will legal access to the sea stop poaching?",development
Mini earthquake in Cape West Coast,"CAPE TOWN - The council for Geoscience says there's no need for panic following a small earthquake in the Western Cape on Wednesday morning.

Residents in Melkbosstrand, Malmesbury, Saron and Tulbagh areas felt the quake which lasted a few seconds.

There have been no reports of injuries or major structural damage.

The council's Ian Saunders says there's minimal risk of a follow-up earthquake as this was a small one.

""There was an earthquake in the Tulbagh area this morning and it measured 3.7 on the local Richter scale. The Tulbagh area is known for such activity. It's also the area where the largest recorded event in South Africa actually took place. So there's always a bit of movement there.""

Apparently the earthquake was felt in Paarl, Saron, Riebeeck-West, Malmesbury.. Anyone have any info?

Watch as the SA media rushes to find earthquake experts to talk about the miniature shakeup Tulbagh just had.",natural event
600 tons of squid found on 3 Chinese trawlers in SA waters,"CAPE TOWN - Six hundred tons of squid have been found on three Chinese trawlers suspected of illegally fishing in South African waters.

The vessels were detected at the weekend and have been escorted to East London harbour.

The Fisheries department's Bomikazi Molapo says, ""The department of Agriculture, together with the South African Navy, went on a joint operation in search of alleged illegal fishing vessels on our coast. The operation then spotted two vessels just off Port Elizabeth on 20 May.""

Molapo said initially only two vessels were being monitored.

""On their way, while they were escorting the two vessels, they came across a third vessel which was also an illegal vessel. All three of the vessels have been escorted to the Port of East London. The vessels docked last night and have been thoroughly inspected.""

Earlier this month, authorities escorted another suspicious vessel to Cape Town harbour.

Crew members had been detained on the ships. Captains face fines and possible jail sentences if found guilty.

Globally, illegal fishing costs the industry around $23 billion each year, with one in four fish thought to be caught illegally in African waters.

In October, a Sao Tome and Principe court won a key victory against illegal fishing by organised syndicates when it convicted the captain of a vessel and two crew members on a number of charges, Interpol official said.",illegal fishing
Garden Route National Park goers urged to suspend water activities,"CAPE TOWN - The Garden Route National Park has advised beach goers to suspend various water activities due to the red tide along the coast.

The region is among the worst affected areas, with red tide sightings from Algoa Bay to Mossel Bay since the weekend.

The natural phenomenon is caused by microscopic phytoplankton rising to the ocean's surface, giving the water a reddish-brown hue.

Meanwhile, the park's Nandi Mgwadlamba has cautioned holiday makers not to sample seafood affected by the tides.

""We've asked all the fishermen not to fish. Warning signs are out there in terms of signage and we've also cautioned people not to eat fish that washes out of the sea.""",red tide
Lobsters in walkout as red tide hits coast,"Department of Agriculture, Forestry and Fisheries spokesman Lionel Adendorf yesterday confirmed that so far about half a ton of rock lobster had escaped the red tide and that they were spreading out along the shore.

Rock lobster walkouts are a natural phenomenon linked to algal blooms in the sea, which in turn result in a drop in underwater oxygen levels.

A mass walkout in 2002 caused a loss of about 2500 tons of rock lobster - more than the entire rock lobster harvest that year.

Adendorf said it was still unclear whether the latest walkout would worsen, but the department was on ""high alert"" in case of a worst-case scenario. ""It is too early to say. We are not fearing the worst, but we treat every walkout as a possible worst-case scenario,"" Adendorf said.

""We have secured the help of the navy and the police to help us collect the live rock lobster - which would not be affected by the red tide - and throw it back into the ocean in a different location,"" he said.

Red tides are common along the West Coast between late summer and autumn.

Lobster and shellfish contaminated with red tide pose a serious health risk to humans.",red tide
Unprotected and open to plunder,"Durban - South Africa’s coastline, stretching almost 4 000km, is wide open to China’s fishing fleets that are accused of plundering dwindling fish stocks.

And the arrest a week ago of three Chinese fishing boats in East London, has raised the alarm that illegal fishing within South Africa’s territorial waters is being carried out by part of China’s 2 000-strong deep-water fishing fleet.

Experts are now calling for a co-ordinated approach to protect South Africa’s waters as the global demand for fish protein puts pressure on fish stocks.

A military expert believes a “visible presence” from the navy would act as a major deterrent.

Even with the Indian Ocean Tuna Commission in place, which sets out to protect migratory fish from over-fishing, illegal, unreported and unregulated fishing takes place, with the majority of violations committed by Chinese vessels, according to data on the IOTC website.

The AU is now pushing for all inter-country fishing agreements to be transparent, to avoid conflict.

A study by the European Parliament estimated that between 2000 and 2011 Chinese fishermen extracted 4.6 million tons of fish a year, the majority from African waters, followed by Asian waters, and smaller amounts from Central and South America, and Antarctica.

This week the Hawks took over the investigation of nine vessels spotted off the Eastern Cape. Three boats were arrested a week ago by the Department of Agriculture, Forestry and Fisheries.

Their presence within South Africa’s Exclusive Economic Zone was discovered by a KZN resident using a phone app, but efforts by the authorities to track them took days, and even then the department encountered resistance from the fleet.

The vessel, Lu Huang Yuan Yu 186, refused to comply with orders to allow boarding, and was forced to port in Cape Town by officials.

Last Sunday the navy’s SAS Drakensberg intercepted three other boats and ordered them into East London harbour. They are the Fu Yuan Yu 7880, Fu Yuang Yu 7881 and Run Da 617.

South Africa has charged the skippers with fishing in its waters with no permission, and evading the law. They face three charges of possessing fishing product and equipment without a permit, failing to obey an order from fisheries officers to stop their vessels, and possessing fishing gear in South Africa’s Exclusive Economic Zone (EEZ).

Apart from naval sorties off the coast when there has been an incident or when summoned to vessels in distress, the country’s coastline is unprotected, according to sources.

The KZN coast, from Port Edward to Kosi Bay in the north, is protected by Ezemvelo through a contract with the Department of Agriculture, Forestry and Fisheries. This contract expires at the end of July when the duty returns to the department.

Ezemvelo spokesman Musa Mthambo said its vessels routinely pulled up illegal nets, but this was restricted to 20 nautical miles out to sea. He said the navy and department were supposed to respond to any eventuality further out.

Military expert Helmoed Romer-Heitman said the protection of territorial waters was “hopelessly inadequate” and needed to be overhauled.

“We have no surveillance craft and no back-up ships to do enforcement. The navy has four frigates, based in Simons-town. The three strike craft in Durban have the range and the power, but ideally we should have patrol vessels of 80 to 90m with space for a helicopter.

If you are trying to deter foreign fishing vessels from entering your waters, you need to be out there, which we are not,” he said.

Further, the SAAF no longer had the Shackletons and Albatross aircraft which once provided air support at sea, he said.

Tensions with other countries over China’s expanding presence on the sea have risen. Last month, Indonesia blew up a Chinese boat it said was fishing illegally in its waters.

Johann Augustyn of the South African Deep Sea Trawling Industry Association said: “If the threat is growing, we need more fisheries protection vessels and for the navy to play a bigger role, but it all depends on government funding.”

South Africa’s Ocean Economy is part of the National Development Plan and was given a major push by President Jacob Zuma in Parliament earlier this year.

He said it was a critical pillar of the nine-point plan to harness resources for the country.

This would see massive investment in transport and manufacturing, offshore oil and gas exploration, coastal and marine tourism, as well as marine protection and ocean governance.

Questions sent to the Department of Agriculture, Forestry and Fisheries on the coast’s vulnerability were not answered by the time of going to press.",illegal fishing
Red tide confirmed on West Coast,"Red tide occurs when massive quantities of phytoplankton die and the rotting process extracts oxygen from the water.(SABC) The Department of Agriculture, Forestry and Fisheries has issued a warning to the public not to collect or consume any shellfish such as mussels, oysters, clams or any other filter feeding species along the West Coast.

 

 This after red tide has been confirmed along a 200 kilometre stretch from St. Helena Bay to Doringbaai.

 

 Scientists from the department have been monitoring the sea at Elands Bay since last week and have confirmed that red tide is present. The sea has a distinct odour and reddish colour.

 

 Red tide occurs when massive quantities of phytoplankton die and the rotting process extracts oxygen from the water. A certain micro algae in this process makes shellfish extremely poisonous and can be deadly for humans.

 

 When oxygen levels drops too low, huge numbers of crayfish leaves the ocean.

 

 So far no walk outs have occurred, but in 2002 over 2500 tons of crayfish clambered onto shore, nearly crippling the local industry.",red tide
Abalone worth R2-million seized by police,"Caledon Saps seen with the seized abalone estimated to be worth R2 million Photo: Twitter/SAPS

JOHANNESBURG - Western Cape police arrested a 33-year old man on Thursday night, after he was pulled over and found to have been carrying abalone worth an estimated R2- million.

Caledon police were on their way to attend a complaint at Mariasdal Overberg Water Works when they spotted the suspicious vehicle on the N2, driving in front of them.

Police said they noticed the silver Nissan Navara was carrying a heavy load and could not drive very fast.

They pulled the vehicle over, searched it and found 14,432 pieces of abalone.

The driver of the vehicle is expected to appear in the Caledon Magistrates’ Court on Tuesday facing charges of illegal possession of abalone.

The vehicle was also confiscated.",illegal fishing
Abalone poachers' network spread far and wide,"Cape Town - When police found 8 397 shucked abalone in the garage of Warrant Officer Daniel October’s house they called him at the Gansbaai Police Station.

As they watched the abalone slime drip from a car parked in October’s garage, they asked him to unlock his garage.

He refused. They sent a policeman to fetch him, but he wouldn’t budge. They eventually arrested him at the police station.

‘All that was left of one diver was a pelvic bone’

October is one of five policemen standing trial with 20 others accused in a racketeering case involving one of the biggest abalone syndicates in the country in the Western Cape High Court.

It is believed the syndicate has 700 members. They allegedly smuggled abalone worth R2 billion, poaching an average of 1.1 ton a day over a 13-year period between 1998 and 20011.

Jan De Waal testified the crew “dressed in October’s house” – putting on their wetsuits, 300 bar nitrogyn-oxygen diving tanks and weightbelts.

De Waal said, “a police bakkie picked up abalone in the old harbour”.

October’s friend, Sergeant Jody Behr, worked for the police for 15 years – seven years at Napier and eight at Stanford.

The court was told he freelanced for the syndicate, but later left the police to join the syndicate full-time in 2004.

According to the State, Behr “occasionally” fetched money from the alleged Chinese mastermind of the syndicate, Ran Wei, to pay poachers.

Behr was once caught carrying R400 000 in cash which he claimed belonged to local syndicate leader Frank Barends, who allegedly sold the abalone to Ran.

Lieutenant Colonel Lise Potgieter, leader of the police team that crushed the syndicate, testified that “Behr was caught with the money and the money is Frank’s”.

A member of her team, Captain Danie Rautenbach, told the court Behr was the syndicate’s “operational group manager” while syndicate members testified he drove ahead of the rest of the crew.

De Waal remembered the day he found out Behr was a cop. “He took out his badge and showed me he’s actually a policeman. I got the fright of my life . I was thinking: ‘Oh my God, this guy is working for us. We’re nicely pushed into the jaws of the shark’.”

Another policeman, Johannes “Koppe” Jacobs who worked at the Gansbaai and Stanford police stations was arrested and found guilty for issuing firearms to the same syndicate.

He was in charge of the divers, weighing the abalone, paying the divers and selling the perlemoen.

Five witnesses pointed Jacobs out as the scaleman.

De Waal testified that, “Koppe... he was always the guy who paid and who weighed.”

And 500km north, the syndicate had two policemen working for them in Beaufort West.

Warrant Officer Frank Maritz and Sergeant Clive Booysen made sure the perlemoen got to Joburg, safely into the hands of Ran, who smuggled it to China.

The crime boss is on the run after skipping South Africa in 2010 and is wanted by Interpol.

Maritz used his police van to fetch poachers at a truck stop about 15km outside Beaufort West while Booysen used a small blue bakkie, a gift from the syndicate leaders.

At the truck stops Maritz and Booysen took cash bribes of R6 000 from the poachers. This ensured safe passage through the town.

Poacher and State witness Carlo Adams said: “Police drove in front and if something is wrong in town, they phone and said: ‘Okay, we’re going this side or that side”.

Witness and poacher Jonty Adonis said police led him through the town twice a week.

Another poacher, Barend van Vuuren, testified they escorted him at least 11 times while en route to Joburg and twice to Cape Town.

Undercover agents trapped Booysen. He accepted a R6 000 bribe from poacher Edward Jaftha to allow 80kg of abalone through the town. October is still at the Gansbaai police station and Maritz at Beaufort West.

But they don’t do much police work. Since 2014 they’ve spent most of their time in court.",illegal fishing
Police seize abalone worth R500000 in Belville,"File: Police followed a suspicious vehicle in Bellville to an address where they found 25 boxes of dried abalone weighing 500kg. Photo: Flickr / Adelle Roux

JOHANNESBURG - Members of the Bellville neighbourhood watch in the Western Cape noticed a suspicious vehicle in their area and alerted police who followed it to an address, where they found dried abalone worth half a million Rand and arrested two suspects.

Police said in statement on Friday that the neigbhourhood watch assisted them “in protecting our marine resources”.

Police said acting on the information they followed the suspicious vehicle in Bellville to an address they found 25 boxes with dried abalone, weighing 500kg.

“The estimated value of the abalone is R500,000. Two male suspects aged 33 and 43 years were arrested and they will appear in the Bellville Magistrate’s Court once charged,” police said, adding that management “praised the community for joining the SAPS (South African Police Service) in the fight against crime”.

",illegal fishing
Sardines make surprise appearance at Margate,"Pockets of sardines made an unexpected appearance and have caught everyone by surprise.(SABC) Fourteen sharks have been caught in nets on the KwaZulu-Natal south coast when pockets of sardines made an unexpected appearance at Margate.

 

 KwaZulu-Natal Sharks Board Chief of Operations, Mike Anderson-Reade, says their staff found the sharks in the nets as they were removing them as planned, ahead of a very strong cold front.

 

 The sharks were following the sardines when they were caught in the three remaining nets on the beach. Anderson-Reade says the sardines have caught everybody by surprise.

 

 “I think it was a blessing in disguise that this cold front was coming up and that we were watching that. Because prior to that there had been no signs of sardines whatsoever. It caught us by surprise, in fact it caught the seine netters by surprise. Fortunately, however, we had removed most of the gear off the KZN coast out of the water. So, although it is unfortunate to have caught those sharks, it could have been a lot worse if the gear had been in the water.”

 

 The silvery delicacies have all but evaded the province's shores for the past few years, and this early appearance sent people rushing to get their share straight from the ocean. Anderson-Reade says the sardines move very fast up the coast and is hoping that there is a lot more sardines on the way from the Eastern Cape.

 

 “The whole of KZN was extremely surprised all of a sudden. Three pockets of sardines in the bay out of nowhere, out of the blue. Unfortunately that was the only fish that were seen during the day, there were bits and pieces that were seen just south of that. One netting did take place. The only seine netter that was there managed to get 100 baskets which was quite good.”

 

 Anderson-Reade believes it is unlikely that people will see more sardine activity on the south coast until the heavy seas caused by a severe cold front, settles next week.

 

 Anderson-Reade thinks the sardines that suddenly showed up at Margate yesterday could be shoals that have broken off the main body of fish that normally move up the east coast during winter.

 

 “I don't think this was the start of the run. I think it was just a small piece of the fish that came through. Where the main shoal is, I'm not sure. We'll have to fly after this bad weather and see. Hopefully if we can see. Obviously the gannet activity and all the activity associated with the main shoal will give as an indication of where they are. I'm hoping that we still have fish along the coast in the next few weeks.”",sea life
"Ropes, buoys pose a danger to whales","Cape Town - To the joy of nature lovers, the number of whales around the South African coast seems to be growing, but this very fact presents new problems for whale and human.

Apart from the inevitable danger of collisions between sea-going vessels of all sorts and whales, the animals are also prone to become entangled in ropes and lines from commercial fishing equipment, especially long-line fishing gear.

The South African Whale Disentanglement Network (SAWDN), an organisation started with the express purpose of freeing whales caught up in these ropes and lines, has been getting busier and busier, earlier than usual, this year.

This time of year marks the beginning of the whales’ natural migration to the north and many whales have been seen leaving Cape waters. A particularly large number of whales were spotted off Cape Point recently.

Since March 21, when a juvenile humpback whale was freed from rope fitted with floats near Dassen Island, volunteers of the National Sea Rescue Institute (NSRI) and the SAWDN had to rush to the aid of three whales. It has been the earliest and busiest start yet to the Cape’s popular whale season for the specially trained volunteers, said Network head Mike Meyer.

On Friday, March 20, Network volunteers were called to help a juvenile humpback whale that was entangled near Dassen Island, but they could only get one rope off before running out of daylight. The next day, volunteers and colleagues from the NSRI again went out to the whale at about midday. It took the rescuers more than six hours, but eventually all rope and floatation buoys were removed and recovered successfully.

“The whale was feisty, mobile, and led the operation back and forth around Dassen Island while rope and floatation buoys were gradually removed using specialised whale disentanglement equipment. The whale appeared to be healthy and it seemed that the operation had been successful,” said spokesman Craig Lambinon.

On Wednesday July 1, about 8.23am, volunteers rushed to help a humpback whale that was caught in rope about one nautical mile off-shore of Hangklip, False Bay, between Gordon’s Bay and Hermanus.

An eight-metre, one-year-old, humpback whale was found to be entangled in rope and floatation buoys. At first it looked as if it had been entangled three times, with one rope around each of the flukes and one around the animal’s so-called cordal peduncle, the narrow part of the animal’s body ahead of the tail.

The rescuers had to attach larger flotation buoys to the animal to prevent it from diving to escape them, before they could start cutting at the ropes around its body with specially designed cutters on long poles.

This Wednesday at about 9.23am, volunteers again raced out to a spot about one nautical mile off Olifantsbospunt, Cape Point, following reports of a 15 metre adult Humpback whale entangled in rope and buoys.

It turned out the whale was caught up in the rope of fishing gear being used by scientists aboard the fisheries research vessel Ellen Khuzwayo to research rock lobster.

The whale was found to be tired with some damage to its tail stock.

Meyer appealed to people not to try to disentangle a whale on their own. “These guys are big. They might not intend to hit you, but when they do, they do damage,” he said.",waste
Ground-breaking' accord on illegal fishing,"Rome - A ""ground-breaking"" international treaty to combat fishing pirates took effect on Sunday, becoming legally binding in 29 countries that so far have adhered to it, the UN's food agency said.

Under it, countries are legally required to inspect trawlers when they enter their ports for signs of illicit catches.

""This is a great day in the continuing effort to build sustainable fisheries that can help feed the world,"" said Graziano da Silva, director general of the UN Food and Agriculture Organisation.

""We hail those countries that have already agreed to the agreement and who will begin implementing it immediately.

""We invited governments who have yet to do so, to join the collective push to stamp out illegal fishing and safeguard the future of our ocean resources.""

The so-called Port State Measures Agreement was concluded in 2009 after years of wrangling.

It has only now taken effect after more than 25 countries - the minimum required to activate the treaty - officially adhered to it last month.

That triggered a 30-day countdown to when its provisions enter force.

Current parties are Australia, Barbados, Chile, Costa Rica, Cuba, Dominica, Gabon, Guinea, Guyana, Iceland, Mauritius, Mozambique, Myanmar, New Zealand, Norway, Oman, Palau, Saint Kitts and Nevis, Seychelles, Somalia, South Africa, South Korea, Sri Lanka, Sudan, Thailand, Tonga, the United States, Uruguay and Vanuatu.

The European Union is also a party as a regional organisation.

However, there are big absentees, including China and Japan.

Countries that are parties to the treaty are required to stop illegally-caught fish from being offloaded and sold and to share information about pirate fishing vessels.

Foreign fishing vessels wishing to enter their ports must request permission in advance and inform the host country about what fish they have onboard.



In addition, the fish can only be landed at designated ports that are equipped for inspections.

Ships suspected of illegal fishing can denied entry or refused permission to offload their catch, refuel or resupply.

Many fisheries have collapsed or are unsustainably exploited, threatening a food source for billions of people.

The accord aims to plug a loophole that has enabled rogue trawlermen to offload their catch with little fear of scrutiny.",illegal fishing
Fishing: Consultation on quotas,"THE Department of Agriculture Forestry and Fisheries has opened up for public scrutiny the draft 2015 sector policies for Abalone, Hake Inshore Trawl, Horse Mackerel, KwaZulu-Natal Beach Seine, Large Pelagic, Net Fish, Patagonian Toothfish, Seaweed, West Coast Rock Lobster (nearshore), West Coast Rock Lobster (offshore) and the Fish Processing Establishments. The department said the consultation process would commence on Tuesday, July 7 and end on Tuesday, August 4, 2015. The department will be embarking on a public consultation process. – Staff Reporter",development
SAMSA investigating seized Chinese trawler,"The South African Maritime Safety Authority (SAMSA) is investigating a Chinese fishing vessel seized by authorities after it and eight others were suspected of illegally fishing in South African waters.SAMSA officials boarded the vessel on Monday for inspection. Department of Agriculture, Forestry and Fisheries (DAFF) Minister Senzeni Zokwana said today an investigation into the vessel, being held at Cape Town harbour, is ongoing, according to Eyewitness News. The South African Police Services (SAPS), the South African Revenue Services (SARS) as well as the Department of Home Affairs are involved in the investigation.DAFF spokesperson Bomikazi Molapo said there was no fish found on board the vessel, which had nine crew members.The vessel, Lu Huang Yuan Yu 186, is one of nine that were spotted last week in South Africa’s waters. According to the Department of Agriculture, Forestry and Fisheries, ""DAFF picked up a fleet of foreign vessels through our Vessel Monitoring System Centre, which were steaming within the South African Territorial Waters around Port Edward heading south, towards the Eastern Cape. The vessels were continually monitored as they were heading towards Bird Island (outside Port Elizabeth) as a convoy at a speed of 10 Knots. One of our fisheries protections vessels [Ruth First] was activated to intercept and inspect the vessels.""According to the DAFF the Chinese fleet said it was on a delivery voyage to the Congo and the new boats had been purchased by an Angolan fishing company. The inspectors let the vessels proceed but kept monitoring them. However, when around the Southern Cape they split into different groups, prompting DAFF to dispatch a patrol vessel to intercept the fleet.“The vessels were intercepted on Thursday 12 May 2016, at approximately 12H00 and were instructed to proceed to the nearest port,” the DAFF said. However, after initial cooperation all the vessels sailed away after sunset and stopped communicating via radio. They also switched off their Automatic Identification System (AIS) trackers and navigation lights.""That made it difficult for the Fisheries Protection vessels to detect which direction they were heading, but managed to chase and catch up with one of them and escorted it toward Cape Town and these arrived on Friday morning around 03h00 AM.""The vessel is now being charged with entering the South Africa’s Exclusive Economic Zone (EEZ) without the required permit and disobeying lawful instructions by a fishery control inspector. Further charges will be determined once the vessel has been fully inspected by all law enforcement agencies including possible charges relating to the vessels that have escaped.According to the DAFF, SARS fined the vessel R8 000 for tobacco and cigarette related charges and the SAPS was looking into the keeping of dogs on the vessel.Molapo said an alert had been issued to Namibia and Mozambique to watch out for the other vessels in the fleet.The DAFF said on the weekend that defence minister Nosiviwe Mapisa-Nqakula had instructed the South African Navy to help with the chase. The Sunday Times quoted Navy spokesman Captain Zamo Sithole as saying on Friday that “The South African Navy has recently conducted operations in the Port Shepstone to Mazeppa Bay area‚ specifically to address illegal activities in this area. The South African Navy condemns any violation of the South African law at sea.“The South African Navy does not have a jurisdiction over illegal fishing within the exclusive economic zone. This is the responsibility of the Department of Agriculture‚ Forestry and Fisheries. The South African National Defence Force is‚ however‚ always ready to provide support to (the department)‚ if so requested.”",illegal fishing
